,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
1982,Independence Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['21001 E 78 Hwy', 'Independence, MO 64057']",64057,Independence,"{'latitude': 39.0845575, 'longitude': -94.33226333}",(816) 325-7207,[]
1983,Wayside Waifs,"[{'alias': 'petservices', 'title': 'Pet Services'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",39,4.0,"['3901 Martha Truman Rd', 'Kansas City, MO 64137']",64137,Kansas City,"{'latitude': 38.90958, 'longitude': -94.54657}",(816) 761-8151,[]
1984,Rescue K-911,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",2,4.5,"['Shawnee, KS 66104']",66104,Shawnee,"{'latitude': 39.1322898864746, 'longitude': -94.6447296142578}",(913) 543-1364,[]
1985,Oak Grove Animal Clinic,"[{'alias': 'vet', 'title': 'Veterinarians'}]",7,3.0,"['1604 S Broadway', 'Oak Grove, MO 64075']",64075,Oak Grove,"{'latitude': 38.99925, 'longitude': -94.13026}",(816) 690-4131,[]
1986,KC Pet Project,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",36,3.5,"['7077 Elmwood Ave', 'Kansas City, MO 64132']",64132,Kansas City,"{'latitude': 38.997848, 'longitude': -94.5335015}",(816) 683-1364,[]
1987,Lucky 13 Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",3,2.5,"['119 W Gregrory Blvd', 'Kansas city, MO 64114']",64114,Kansas city,"{'latitude': 38.9991317, 'longitude': -94.5912228}",(816) 313-8229,[]
1988,Midwest Animal ResQ,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,4.0,"['10312 E 63rd St', 'Raytown, MO 64133']",64133,Raytown,"{'latitude': 39.009003, 'longitude': -94.4590975}",(816) 919-1364,[]
1989,Hard Luck Hounds- Shelter of Grandview Animal Hosp,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['1006 Main St', 'Grandview, MO 64030']",64030,Grandview,"{'latitude': 38.8894363, 'longitude': -94.5333866}",(816) 761-5071,[]
1990,Gladstone Animal Clinic,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}]",32,4.0,"['7027 N Oak Trfy', 'Kansas City, MO 64118']",64118,Kansas City,"{'latitude': 39.2232572, 'longitude': -94.5754314}",(816) 436-1100,[]
1991,Pam 4 Paws,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",57,4.5,"['1220 Granada Dr', 'Raymore, MO 64083']",64083,Raymore,"{'latitude': 38.8154569, 'longitude': -94.4759756}",(949) 378-2118,[]
1992,The Collar Club,"[{'alias': 'petboarding', 'title': 'Pet Boarding'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",17,4.0,"['238 W 74th St', 'Kansas City, MO 64114']",64114,Kansas City,"{'latitude': 38.994325, 'longitude': -94.593463}",(816) 832-8285,[]
1993,Raytown Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",10,4.0,"['10401 E 63rd St', 'Raytown, MO 64133']",64133,Raytown,"{'latitude': 39.0082473754883, 'longitude': -94.4584732055664}",(816) 353-3666,[]
1994,Three Trails Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}]",18,4.0,"['600 W 23rd St S', 'Independence, MO 64055']",64055,Independence,"{'latitude': 39.07985, 'longitude': -94.42355}",(816) 252-5105,[]
1995,Blue Valley Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}]",24,4.0,"['16200 Metcalf Ave', 'Overland Park, KS 66085']",66085,Overland Park,"{'latitude': 38.833536, 'longitude': -94.668216}",(913) 681-2818,[]
1996,Strothertowne Pet Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",12,4.5,"['651 SE Bailey Rd', ""Lee's Summit, MO 64081""]",64081,Lee's Summit,"{'latitude': 38.895327, 'longitude': -94.356898}",(816) 524-7200,[]
1997,Animal Clinic of Newmark,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",7,5.0,"['550 NE New Mark Dr', 'Kansas City, MO 64155']",64155,Kansas City,"{'latitude': 39.2778053283691, 'longitude': -94.5725631713867}",(816) 734-0700,[]
1998,Animal Medical Center,"[{'alias': 'vet', 'title': 'Veterinarians'}]",21,4.0,"['204 W 75th St', 'Kansas City, MO 64114']",64114,Kansas City,"{'latitude': 38.99254, 'longitude': -94.5921}",(816) 333-9000,[]
2005,Lawrence County Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Lawrenceburg, TN 38464']",38464,Lawrenceburg,"{'latitude': 35.28319, 'longitude': -87.39877}",(931) 242-0203,[]
2006,Giles County Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,3.0,"['380 Bennett Dr', 'Pulaski, TN 38478']",38478,Pulaski,"{'latitude': 35.212645, 'longitude': -87.054807}",(931) 363-2300,[]
2007,Ark Inc Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",2,3.0,"['139 Bo Cole Rd NW', 'Huntsville, AL 35806']",35806,Huntsville,"{'latitude': 34.775631, 'longitude': -86.6644211}",(256) 851-4088,[]
2008,Animal Care Center - Carters Creek,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",8,3.5,"['2690 Spring Meade Blvd', 'Columbia, TN 38401']",38401,Columbia,"{'latitude': 35.7126499, 'longitude': -86.97472}",(931) 489-9333,[]
2009,Happy Retales,"[{'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",43,4.5,"['101 Creekside Xing', 'Ste 900', 'Brentwood, TN 37027']",37027,Brentwood,"{'latitude': 36.0369114, 'longitude': -86.7988293}",(615) 309-1835,[]
2010,The Elephant Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'giftshops', 'title': 'Gift Shops'}]",3,4.5,"['27 East Main St', 'Hohenwald, TN 38462']",38462,Hohenwald,"{'latitude': 35.5481644, 'longitude': -87.5514443}",(931) 796-6500,[]
2011,Allegiant Canine Training,"[{'alias': 'pet_training', 'title': 'Pet Training'}]",1,5.0,"['Columbia, TN 38401']",38401,Columbia,"{'latitude': 35.60867, 'longitude': -87.03569}",(615) 821-8100,[]
2012,All American Dachshund Review,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",14,2.5,"['2150 Hwy 64', 'Lewisburg, TN 37091']",37091,Lewisburg,"{'latitude': 35.503237, 'longitude': -86.703264}",,[]
2018,Homeward Bound Dog Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",21,2.5,"['202 Front St', 'Schenectady, NY 12305']",12305,Schenectady,"{'latitude': 42.819446, 'longitude': -73.941229}",(518) 424-1738,[]
2020,Paws Unlimited,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",4,5.0,"['637 Murray Rd', 'Kingston, NY 12401']",12401,Kingston,"{'latitude': 41.99407, 'longitude': -74.0126499}",(845) 336-7297,[]
2026,Heaven Sent Animal Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",11,1.5,"['Schenectady, NY 12325']",12325,Schenectady,"{'latitude': 42.8122482299805, 'longitude': -73.9410171508789}",(518) 522-0668,[]
2028,Ulster County SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",13,3.5,"['20 Wiedy Rd', 'Kingston, NY 12401']",12401,Kingston,"{'latitude': 41.940491, 'longitude': -74.020222}",(845) 331-5377,[]
2030,Catskill Animal Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",37,4.5,"['316 Old Stage Rd', 'Saugerties, NY 12477']",12477,Saugerties,"{'latitude': 42.019079, 'longitude': -73.970878}",(845) 336-8447,[]
2035,Saratoga County Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,3.0,"['6010 County Farm Rd', 'Ballston Spa, NY 12020']",12020,Ballston Spa,"{'latitude': 43.0204342537967, 'longitude': -73.8722996075397}",(518) 885-4113,[]
2038,Saugerties Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",2,3.0,"['1765 NY-212', 'Saugerties, NY 12477']",12477,Saugerties,"{'latitude': 42.04093, 'longitude': -74.07429}",(845) 679-0339,[]
2045,Everything Pets,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",7,2.0,"['1417 Central Ave', 'Albany, NY 12205']",12205,Albany,"{'latitude': 42.7109403912262, 'longitude': -73.8146710395813}",,[]
2046,Everything Pets and Supplies,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",11,3.0,"['1506 Altamont Ave', 'Rotterdam, NY 12303']",12303,Rotterdam,"{'latitude': 42.7845309, 'longitude': -73.9456167}",(518) 355-2488,[]
2138,Estherville the Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",2,5.0,"['100 Russell Rd', 'Greenfield Center, NY 12833']",12833,Greenfield Center,"{'latitude': 43.12073, 'longitude': -73.87697}",(518) 893-7451,[]
2162,Pawsafe Animal Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",22,4.0,"['311 Route 292', 'Patterson, NY 12563']",12563,Patterson,"{'latitude': 41.5122897, 'longitude': -73.6161038}",,[]
2163,Dutchess County SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",8,4.5,"['636 Violet Ave', 'Hyde Park, NY 12538']",12538,Hyde Park,"{'latitude': 41.7561279928757, 'longitude': -73.9086265992279}",(845) 452-7722,[]
2169,Hudson Valley Animal Rescue and Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",19,3.5,"['15 Barnes Dr', 'Poughkeepsie, NY 12603']",12603,Poughkeepsie,"{'latitude': 41.70956, 'longitude': -73.8712}",(845) 392-4849,[]
2172,Shepherd's View Animal Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['61 Torchia Rd', 'Cold Spring, NY 10516']",10516,Cold Spring,"{'latitude': 41.448745, 'longitude': -73.9120329}",(845) 661-3638,[]
2177,Happy Life Animal Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,3.5,"['Patterson, NY 12563']",12563,Patterson,"{'latitude': 41.51353, 'longitude': -73.60503}",(845) 216-4221,[]
2182,Animal Rescue Foundation,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,4.0,"['54 Simmons Ln', 'Beacon, NY 12508']",12508,Beacon,"{'latitude': 41.495716, 'longitude': -73.96705}",(845) 831-5161,[]
2204,Hudson Valley SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",9,3.0,"['940 Little Britain Rd', 'New Windsor, NY 12553']",12553,New Windsor,"{'latitude': 41.48722, 'longitude': -74.08502}",(845) 564-6810,[]
2206,Mid Hudson Animal Aid,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",5,4.0,"['54 Simmons Ln', 'Beacon, NY 12508']",12508,Beacon,"{'latitude': 41.495407, 'longitude': -73.966675}",(845) 831-4321,[]
2253,DSPCA Thrift Shoppe,"[{'alias': 'thrift_stores', 'title': 'Thrift Stores'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}]",5,5.0,"['12-600 Violet Ave', 'Hyde Park, NY 12538']",12538,Hyde Park,"{'latitude': 41.75332, 'longitude': -73.90768}",(845) 240-1368,[]
2426,The Pet Zone,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",16,1.5,"['2001 S Rd', 'Poughkeepsie, NY 12601']",12601,Poughkeepsie,"{'latitude': 41.6995280937341, 'longitude': -73.9274757565918}",(845) 298-7387,[]
2768,The Lucky Puppy Rescue,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['511 Pleasant Valley Rd', 'Argyle, NY 12809']",12809,Argyle,"{'latitude': 43.24091496480316, 'longitude': -73.515654}",(518) 638-7290,[]
2779,Adirondack Save-a-Stray,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",28,2.0,"['4880 Route 9N', 'Corinth, NY 12822']",12822,Corinth,"{'latitude': 43.236642103573246, 'longitude': -73.84312658479952}",(518) 654-6220,[]
2830,Woodstock Farm Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",56,4.5,"['2 Rescue Rd', 'High Falls, NY 12440']",12440,High Falls,"{'latitude': 41.8095526, 'longitude': -74.1684279}",(845) 247-5700,[]
2846,National Great Pyrenees Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",5,1.5,"['Maplecrest, NY 12454']",12454,Maplecrest,"{'latitude': 42.2759192, 'longitude': -74.1868074}",(877) 372-3273,[]
3057,Humane Society of Walden,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'petcremation', 'title': 'Pet Cremation Services'}]",3,3.0,"['2489 Albany Post Rd', 'Walden, NY 12586']",12586,Walden,"{'latitude': 41.5660285, 'longitude': -74.2254199}",(845) 778-5115,[]
3387,Friends of Parkville Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,3.5,"['1356 N State Route 9', 'Kansas City, MO 64152']",64152,Kansas City,"{'latitude': 39.201371, 'longitude': -94.68303}",(816) 587-0918,[]
3390,Dogs by Debin,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",11,4.5,"['2312 NW 108th St', 'Kansas City, MO 64154']",64154,Kansas City,"{'latitude': 39.288137, 'longitude': -94.61025}",(816) 298-9997,[]
3391,Humane Society of Greater Kansas City,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",11,4.0,"['5445 Parallel Pkwy', 'Kansas City, MO 64108']",64108,Kansas City,"{'latitude': 39.12755, 'longitude': -94.70414}",(913) 596-1000,[]
3393,Second Chance Pet Adoptions,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",1,5.0,"['Shawnee, KS 66203']",66203,Shawnee,"{'latitude': 39.0211334228516, 'longitude': -94.7058868408203}",(913) 814-7471,[]
3395,Animal Control-Shelter of Kansas City Ks,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,2.0,"['3301 Park Dr', 'Kansas City, KS 66102']",66102,Kansas City,"{'latitude': 39.103412, 'longitude': -94.667714}",(913) 321-1445,[]
3397,KC Pet Project - Zona Rosa,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['8721 N Stoddard Ave', 'Kansas City, MO 64153']",64153,Kansas City,"{'latitude': 39.252236817631875, 'longitude': -94.6647741}",(816) 587-0224,[]
3400,Unleashed Pet Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",91,2.5,"['5918 Broadmoor', 'Mission, KS 66202']",66202,Mission,"{'latitude': 39.021574, 'longitude': -94.6657866}",(913) 831-7387,[]
3401,Great Plains SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",33,3.0,"['5424 Antioch Dr', 'Merriam, KS 66202']",66202,Merriam,"{'latitude': 39.0305227, 'longitude': -94.6881958}",(913) 831-7722,[]
3403,Purrfect Pets,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",15,2.0,"['11425 W 95th St', 'Overland Park, KS 66214']",66214,Overland Park,"{'latitude': 38.9550053, 'longitude': -94.7136738}",(913) 652-6677,[]
3406,Melissa's Menagerie's Second Chances,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",5,3.5,"['11015 W 75th St', 'Shawnee, KS 66214']",66214,Shawnee,"{'latitude': 38.99247, 'longitude': -94.71353}",(913) 364-1822,[]
3407,State Line Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",11,5.0,"['2009 W 104th St', 'Leawood, KS 66206']",66206,Leawood,"{'latitude': 38.93845, 'longitude': -94.6106}",(913) 381-3272,[]
3410,Woof's Play and Stay,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",42,4.5,"['6465 E Frontage Rd', 'Mission, KS 66202']",66202,Mission,"{'latitude': 39.0116882324219, 'longitude': -94.692253112793}",(913) 403-9663,[]
3412,Kathy's Klippery,"[{'alias': 'groomer', 'title': 'Pet Groomers'}]",3,3.5,"['10220 Baker Rd', 'Platte City, MO 64079']",64079,Platte City,"{'latitude': 39.27866, 'longitude': -94.79944}",(816) 330-4111,[]
3414,Mission Pet Mart,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",37,2.5,"['6900 Martway St', 'Mission, KS 66202']",66202,Mission,"{'latitude': 39.02076, 'longitude': -94.66607}",(913) 236-7387,[]
3736,North Shore Animal League America - Adirondack Region Cat Adopti,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,5.0,"['115 Maple St', 'Glens Falls, NY 12801']",12801,Glens Falls,"{'latitude': 43.31116, 'longitude': -73.64187}",(518) 409-8105,[]
3743,Springfield Humane Soc,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,2.5,"['401 Skitchewaug Trl', 'Springfield, VT 05156']",05156,Springfield,"{'latitude': 43.2939074, 'longitude': -72.4492229}",(802) 885-3997,[]
3753,GFK9,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",7,2.5,"['121 Warren St', 'Glens Falls, NY 12801']",12801,Glens Falls,"{'latitude': 43.30982, 'longitude': -73.63784}",(518) 250-6959,[]
3896,Pope Memorial SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,4.0,"['94 Silk Farm Rd', 'Concord, NH 03301']",03301,Concord,"{'latitude': 43.17843, 'longitude': -71.57118}",(603) 856-8756,[]
3909,Canine Commitment of New England,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,2.5,"['Manchester, NH 03102']",03102,Manchester,"{'latitude': 43.0045738220215, 'longitude': -71.4874877929688}",(603) 361-4350,[]
3917,Homes For Happy Dogs,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",4,1.5,"['109 Dover St', 'Chichester, NH 03258']",03258,Chichester,"{'latitude': 43.2414009422064, 'longitude': -71.3988704234362}",(603) 961-0234,[]
3924,Family Pet & Aquarium of Nashua,"[{'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'aquariumservices', 'title': 'Aquarium Services'}]",19,2.0,"['379 Amherst St', 'Nashua, NH 03063']",03063,Nashua,"{'latitude': 42.784668, 'longitude': -71.5078888}",(603) 880-5464,[]
3925,Pet World,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",61,3.5,"['1262 Worcester St Rte 9', 'Natick, MA 01760']",01760,Natick,"{'latitude': 42.298817, 'longitude': -71.381049}",(508) 653-9221,[]
3927,Friends of Rosebud Dog Services,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",9,5.0,"['Sudbury, MA 02118']",02118,Sudbury,"{'latitude': 42.35351259999999, 'longitude': -71.08070000000001}",(508) 733-0108,[]
3929,Top Dog Pet Sitting & Dog Walking,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}]",15,4.5,"['7 Harvey Rd', 'Londonderry, NH 03053']",03053,Londonderry,"{'latitude': 42.8997584, 'longitude': -71.4150762}",(603) 553-4243,[]
3932,Cassetta Critter Care,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",1,5.0,"['28 Trap Rd', 'Chichester, NH 03258']",03258,Chichester,"{'latitude': 43.24807, 'longitude': -71.44589}",(603) 798-5033,[]
4052,New Hampshire Spaying and Altering Service,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",1,1.0,"['8 Hutchins St', 'Concord, NH 03301']",03301,Concord,"{'latitude': 43.24459, 'longitude': -71.57222}",(603) 224-1361,[]
4084,Creatures Creatures Creatures,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",9,2.0,"['1435 Victory Hwy', 'North Smithfield, RI 02896']",02896,North Smithfield,"{'latitude': 41.9945702, 'longitude': -71.5986179}",(401) 767-3618,[]
4131,PAWS New England,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,4.5,"['Haverhill, MA 01832']",01832,Haverhill,"{'latitude': 42.77407, 'longitude': -71.09182}",(617) 620-9144,[]
4132,Neponset Valley Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",1,5.0,"['Norwood, MA 02062']",02062,Norwood,"{'latitude': 42.18722, 'longitude': -71.2029}",(781) 769-1990,[]
4141,Animal Rescue League of Boston,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",9,4.5,"['55 Annas Pl', 'Dedham, MA 02026']",02026,Dedham,"{'latitude': 42.26552385478447, 'longitude': -71.18520766441874}",(781) 326-0729,[]
4145,Great Dog Rescue New England,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}]",39,3.0,"['9 Bartlet St', 'Ste 316', 'Andover, MA 01810']",01810,Andover,"{'latitude': 42.6565348, 'longitude': -71.1387122}",(978) 470-3383,[]
4148,Salem Animal Rescue League,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",11,3.5,"['4 Sarl Dr', 'Salem, NH 03079']",03079,Salem,"{'latitude': 42.7522035, 'longitude': -71.2097071}",(603) 893-3210,[]
4149,Calling All Paws,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'pethospice', 'title': 'Pet Hospice'}]",31,5.0,"['222 Blue Hill Ave', 'Milton, MA 02186']",02186,Milton,"{'latitude': 42.257692, 'longitude': -71.097886}",(617) 308-9110,[]
4150,Lots of Love Cat Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,3.5,"['Wilmington, MA 01887']",01887,Wilmington,"{'latitude': 42.548, 'longitude': -71.16723}",(781) 850-6684,[]
4152,Legacy Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",4,2.0,"['Arlington, MA 02474']",02474,Arlington,"{'latitude': 42.4204254150391, 'longitude': -71.1566619873047}",(781) 646-2222,[]
4156,Mary's Dogs Rescue & Adoption,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}]",34,4.0,"['984 First Nh Turnpike', 'Northwood, NH 03261']",03261,Northwood,"{'latitude': 43.2204327, 'longitude': -71.2179767}",(603) 608-3374,[]
4159,Shultz's Guest House,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",9,2.5,"['Dedham, MA 02026']",02026,Dedham,"{'latitude': 42.2486, 'longitude': -71.15509}",(781) 690-5610,[]
4161,City of Boston Animal Control and Adoption Center,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",8,3.0,"['26 Mahler Rd', 'Roslindale, MA 02131']",02131,Roslindale,"{'latitude': 42.2942428588867, 'longitude': -71.1214065551758}",(617) 635-1800,[]
4167,MSPCA Angell,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",585,3.5,"['350 S Huntington Ave', 'Boston, MA 02130']",02130,Boston,"{'latitude': 42.323087, 'longitude': -71.111216}",(617) 522-7400,[]
4168,Pick of the Litter,"[{'alias': 'petservices', 'title': 'Pet Services'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",45,1.5,"['375 S Broadway', 'Salem, NH 03079']",03079,Salem,"{'latitude': 42.751279, 'longitude': -71.20525}",(603) 952-4520,[]
4169,Ellen M Gifford Cat Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",47,4.5,"['30 Undine Rd', 'Brighton, MA 02135']",02135,Brighton,"{'latitude': 42.34165, 'longitude': -71.16762}",(617) 787-8872,[]
4177,Animal Rescue Merrimack Valley,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Ste 01835', 'Bradford, MA 01835']",01835,Bradford,"{'latitude': 42.7706909179688, 'longitude': -71.0755081176758}",(978) 374-7233,[]
4180,One Tail at a Time,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",10,4.5,"['Haverhill, MA 01835']",01835,Haverhill,"{'latitude': 42.753547668457, 'longitude': -71.0868530273438}",,[]
4186,Animal Rescue League of Boston,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",95,4.0,"['10 Chandler St', 'Boston, MA 02116']",02116,Boston,"{'latitude': 42.3472206, 'longitude': -71.0700023}",(617) 426-9170,[]
4191,Animal Protection Center,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",11,4.5,"['1300 W Elm St', 'Brockton, MA 02301']",02301,Brockton,"{'latitude': 42.074834, 'longitude': -71.074386}",(508) 586-2053,[]
