,name,review_count,rating,address,zipcode,city,coordinates,phone,lat,lng,category
1773,Pappa Charlie's Deli,51,4.0,"'28 Spring St', 'Williamstown, MA 01267'",01267,Williamstown,"{'latitude': 42.7113381028175, 'longitude': -73.2039139419794}",(413) 458-5969,42.7113381028175,-73.2039139419794,Restaurant
1774,Desperados,32,3.0,"'246 Main St', 'Williamstown, MA 01267'",01267,Williamstown,"{'latitude': 42.7022653, 'longitude': -73.1848694}",(413) 458-2100,42.7022653,-73.1848694,Restaurant
1775,Wild Oats Market,32,3.5,"'320 Main St', 'Williamstown, MA 01267'",01267,Williamstown,"{'latitude': 42.70334, 'longitude': -73.18677}",(413) 458-8060,42.70334,-73.18677,Restaurant
1776,Craft Food Barn,12,3.0,"'465 Curran Hwy', 'North Adams, MA 01247'",01247,North Adams,"{'latitude': 42.68742, 'longitude': -73.1106}",(413) 998-7777,42.68742,-73.1106,Restaurant
1777,Lickety-Split,23,3.0,"'87 Marshall St', 'North Adams, MA 01247'",01247,North Adams,"{'latitude': 42.7021799, 'longitude': -73.1137849}",(413) 663-3372,42.7021799,-73.1137849,Restaurant
1778,The Smoothie Spot,6,4.5,"'61 Spring St', 'Williamstown, MA 01267'",01267,Williamstown,"{'latitude': 42.7103402293627, 'longitude': -73.2045042685134}",(413) 458-7909,42.7103402293627,-73.2045042685134,Restaurant
1779,Golden Eagle Restaurant & Gift Shoppe,52,3.0,"'1935 Mohawk Trl', 'Clarksburg, MA 01247'",01247,Clarksburg,"{'latitude': 42.7093690129757, 'longitude': -73.0626602891234}",(413) 663-9834,42.7093690129757,-73.0626602891234,Restaurant
1780,Spoon,4,5.0,"'81 Spring St', 'Williamstown, MA 01267'",01267,Williamstown,"{'latitude': 42.710118, 'longitude': -73.204604}",(413) 458-6097,42.710118,-73.204604,Restaurant
1781,Subway,1,1.0,"'384 Main St', 'Williamstown, MA 01267'",01267,Williamstown,"{'latitude': 42.7048670617733, 'longitude': -73.1884805757429}",(413) 458-7014,42.7048670617733,-73.1884805757429,Restaurant
1782,Cakes By Reba,4,5.0,"'17 Palmer Ave', 'North Adams, MA 01247'",01247,North Adams,"{'latitude': 42.7046634525625, 'longitude': -73.1221751411392}",(413) 664-6496,42.7046634525625,-73.1221751411392,Restaurant
1783,Blue Door Market & Cafe,9,3.5,"'139 S Main St', 'Sheffield, MA 01257'",01257,Sheffield,"{'latitude': 42.103159, 'longitude': -73.3546993779793}",(413) 248-1223,42.103159,-73.3546993779793,Restaurant
1784,Subway,4,1.0,"'101 Church St', 'Unit 4', 'Canaan, CT 06018'",06018,Canaan,"{'latitude': 42.0264998659979, 'longitude': -73.3343232281038}",(860) 824-7404,42.0264998659979,-73.3343232281038,Restaurant
1785,Pleasant and Main,172,4.5,"'1063 Main St', 'Housatonic, MA 01236'",01236,Housatonic,"{'latitude': 42.2558373814533, 'longitude': -73.3685981023773}",(413) 274-6303,42.2558373814533,-73.3685981023773,Restaurant
1786,Siam Square,76,3.0,"'290 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1946555, 'longitude': -73.3623609}",(413) 644-9119,42.1946555,-73.3623609,Restaurant
1787,20 Railroad Public House,59,3.5,"'20 Railroad St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.19478886635887, 'longitude': -73.3630922200561}",(413) 528-9345,42.19478886635887,-73.3630922200561,Restaurant
1788,Extra Special Teas,11,4.5,"'2 Elm St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1958, 'longitude': -73.36183}",(413) 429-6500,42.1958,-73.36183,Restaurant
1789,Thornewood Inn,21,4.0,"'453 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.221102, 'longitude': -73.343143}",(413) 528-3828,42.221102,-73.343143,Restaurant
1790,Shiro kitchen and Asian market,49,3.5,"'105 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.20428, 'longitude': -73.34736}",(413) 528-1898,42.20428,-73.34736,Restaurant
1791,Berkshire Food Co-op,35,4.0,"'34 Bridge St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.19337768, 'longitude': -73.36214166}",(413) 528-9697,42.19337768,-73.36214166,Restaurant
1792,Bizen Gourmet Japanese Cuisine & Sushi Bar,150,3.0,"'17 Railroad St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1946224810561, 'longitude': -73.3629634583339}",(413) 528-4343,42.1946224810561,-73.3629634583339,Restaurant
1793,SoCo Creamery,149,4.5,"'5 Railroad St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1945614193319, 'longitude': -73.3631164994751}",(413) 644-9866,42.1945614193319,-73.3631164994751,Restaurant
1794,Manhattan Pizza,31,3.5,"'490 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.188658, 'longitude': -73.364821}",(413) 528-2550,42.188658,-73.364821,Restaurant
1795,Subway,8,1.5,"'323 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1938059115247, 'longitude': -73.3625156070141}",(413) 528-6664,42.1938059115247,-73.3625156070141,Restaurant
1796,Hillsdale House,15,4.0,"'1 Anthony St', 'Hillsdale, NY 12529'",12529,Hillsdale,"{'latitude': 42.1787744193311, 'longitude': -73.5255420033364}",(518) 325-7111,42.1787744193311,-73.5255420033364,Restaurant
1797,Four Brothers Pizza Inns,21,3.5,"'2828 Rt 23', 'Hillsdale, NY 12529'",12529,Hillsdale,"{'latitude': 42.1813725, 'longitude': -73.5107998}",(518) 325-7300,42.1813725,-73.5107998,Restaurant
1798,Greens Restaurant,34,4.0,"'44 Golf Course Rd', 'Copake Country Club', 'Copake Lake, NY 12521'",12521,Copake Lake,"{'latitude': 42.152018, 'longitude': -73.600865}",(518) 325-0019,42.152018,-73.600865,Restaurant
1799,Harney and Sons,4,5.0,"'13 Main St', 'Millerton, NY 12546'",12546,Millerton,"{'latitude': 41.953216, 'longitude': -73.512006}",(518) 789-2121,41.953216,-73.512006,Restaurant
1800,Main St Goodness,34,4.0,"'20 Main St', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.36278, 'longitude': -73.59623}",(518) 392-2988,42.36278,-73.59623,Restaurant
1801,McEnroe Organic Farm Market,30,4.5,"'5409 Rte 22', 'Millerton, NY 12546'",12546,Millerton,"{'latitude': 41.897709, 'longitude': -73.534713}",(518) 789-4191,41.897709,-73.534713,Restaurant
1802,Magdalena's,43,4.5,"'3018 Main St', 'Valatie, NY 12184'",12184,Valatie,"{'latitude': 42.413146, 'longitude': -73.677322}",(518) 758-1127,42.413146,-73.677322,Restaurant
1803,Chatham Brewing,77,4.0,"'59 Main St', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.363278912698, 'longitude': -73.5951997200615}",(518) 697-0059,42.363278912698,-73.5951997200615,Restaurant
1804,Sweet William's Coffee Shop & Bakery,38,4.5,"'17 Main St', 'Salisbury, CT 06068'",06068,Salisbury,"{'latitude': 41.982328, 'longitude': -73.422785}",(860) 435-3005,41.982328,-73.422785,Restaurant
1805,Bartlett House,95,4.0,"'2258 Rte 66', 'Ghent, NY 12075'",12075,Ghent,"{'latitude': 42.3272199, 'longitude': -73.61832}",(518) 392-7787,42.3272199,-73.61832,Restaurant
1806,Chatham Real Food Market Co-op,13,4.0,"'15 Church St', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.3570011051459, 'longitude': -73.6017014699058}",(518) 392-3353,42.3570011051459,-73.6017014699058,Restaurant
1807,West Taghkanic Diner,98,3.5,"'1016 NY-82', 'Ancram, NY 12502'",12502,Ancram,"{'latitude': 42.119544, 'longitude': -73.717374}",(518) 851-3333,42.119544,-73.717374,Restaurant
1808,The Pond Restaurant,22,4.0,"'711 County Rte 3', 'Ancramdale, NY 12503'",12503,Ancramdale,"{'latitude': 42.05808, 'longitude': -73.56698}",(518) 329-1500,42.05808,-73.56698,Restaurant
1809,Love Apple Farm,29,4.0,"'1421 Rt 9H', 'Ghent, NY 12075'",12075,Ghent,"{'latitude': 42.311257, 'longitude': -73.702252}",(518) 828-5048,42.311257,-73.702252,Restaurant
1810,PieconicNY,12,4.5,"'15 Dardess Dr', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.3498840101342, 'longitude': -73.60515881858521}",(518) 938-1066,42.3498840101342,-73.60515881858521,Restaurant
1811,Local 111,71,4.5,"'111 Main St', 'Philmont, NY 12565'",12565,Philmont,"{'latitude': 42.2488699, 'longitude': -73.64923}",(518) 672-7801,42.2488699,-73.64923,Restaurant
1812,Harney & Sons,111,4.0,"'1 Railroad Plz', 'Millerton, NY 12546'",12546,Millerton,"{'latitude': 41.9532949317, 'longitude': -73.5116386792}",(518) 789-2121,41.9532949317,-73.5116386792,Restaurant
1813,Philmont Cooperative-Market,11,4.5,"'116 Main St', 'Philmont, NY 12565'",12565,Philmont,"{'latitude': 42.2491823, 'longitude': -73.648936}",(518) 672-7673,42.2491823,-73.648936,Restaurant
1814,The Chatham Berry Farm,23,4.5,"'2309 Route 203', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.376099, 'longitude': -73.63444}",(518) 392-4609,42.376099,-73.63444,Restaurant
1815,Oakhurst Diner,132,3.5,"'19 Main St', 'Millerton, NY 12546'",12546,Millerton,"{'latitude': 41.9535521644635, 'longitude': -73.5112046114255}",(518) 592-1313,41.9535521644635,-73.5112046114255,Restaurant
1816,Kozel's Restaurant,24,3.0,"'1006 State Rt 9H', 'Ghent, NY 12075'",12075,Ghent,"{'latitude': 42.28571, 'longitude': -73.7176999}",(518) 828-3326,42.28571,-73.7176999,Restaurant
1817,The People's Pub,79,4.5,"'36 Main St', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.363025, 'longitude': -73.595905}",(518) 392-2337,42.363025,-73.595905,Restaurant
1818,Fiesta Cafe,4,4.5,"'41 Main St', 'Chatham, NY 12037'",12037,Chatham,"{'latitude': 42.36295459999999, 'longitude': -73.5955394235}",(518) 392-4444,42.36295459999999,-73.5955394235,Restaurant
1819,Samascott's Garden Market,30,4.5,"'65 Chatham St', 'Kinderhook, NY 12106'",12106,Kinderhook,"{'latitude': 42.4042105617643, 'longitude': -73.6938417941347}",(518) 758-9292,42.4042105617643,-73.6938417941347,Restaurant
1820,White Stone Cafe,14,2.5,"'2337 Rt 66', 'Ghent, NY 12075'",12075,Ghent,"{'latitude': 42.33054, 'longitude': -73.61269}",(518) 392-7171,42.33054,-73.61269,Restaurant
1821,The Columbia Grill,2,4.5,"'295 NY-217', 'Claverack, NY 12513'",12513,Claverack,"{'latitude': 42.23528789018966, 'longitude': -73.695194}",(518) 851-5000,42.23528789018966,-73.695194,Restaurant
1822,Subway,8,4.0,"'634 Rte 23B', 'Claverack, NY 12513'",12513,Claverack,"{'latitude': 42.2221533, 'longitude': -73.7352192}",(518) 851-2510,42.2221533,-73.7352192,Restaurant
1823,Cosmic Donuts,24,4.5,"'3 Albany Ave', 'Kinderhook, NY 12106'",12106,Kinderhook,"{'latitude': 42.39565, 'longitude': -73.69874}",(518) 610-8666,42.39565,-73.69874,Restaurant
1824,Subway,6,3.5,"'380 New Hartford Rd', 'Barkhamsted, CT 06063'",06063,Barkhamsted,"{'latitude': 41.9117672628453, 'longitude': -73.0421690621246}",(860) 738-3729,41.9117672628453,-73.0421690621246,Restaurant
1825,Ocean State Job Lot,15,3.5,"'2827 US Highway 9', 'Valatie, NY 12184'",12184,Valatie,"{'latitude': 42.4196430106985, 'longitude': -73.685687892919}",(518) 758-2292,42.4196430106985,-73.685687892919,Restaurant
1826,The Towne Tavern,131,3.5,"'2850 State Rte 43', 'Averill Park, NY 12018'",12018,Averill Park,"{'latitude': 42.637115, 'longitude': -73.539774}",(518) 674-3040,42.637115,-73.539774,Restaurant
1827,Tighe Bistro American,3,4.5,"'2703 NY Hwy 43', 'Averill Park, NY 12018'",12018,Averill Park,"{'latitude': 42.62995184023851, 'longitude': -73.53091256145157}",,42.62995184023851,-73.53091256145157,Restaurant
1828,Daisy’s Cafe,2,3.0,"'3531 US-20', 'Nassau, NY 12123'",12123,Nassau,"{'latitude': 42.51737, 'longitude': -73.61974}",(518) 931-4106,42.51737,-73.61974,Restaurant
1829,Kay's Burden Lake Restaurant,130,4.5,"'10 Walsh Ln', 'Averill Park, NY 12018'",12018,Averill Park,"{'latitude': 42.604982155957, 'longitude': -73.563457859722}",(518) 674-5413,42.604982155957,-73.563457859722,Restaurant
1830,Ali Baba,236,4.5,"'2243 15th St', 'Troy, NY 12180'",12180,Troy,"{'latitude': 42.73598, 'longitude': -73.67593}",(518) 273-1170,42.73598,-73.67593,Restaurant
1831,Sadudee Thai Food,146,4.5,"'51 Main Ave', 'Wynantskill, NY 12198'",12198,Wynantskill,"{'latitude': 42.698107, 'longitude': -73.647403}",(518) 326-0976,42.698107,-73.647403,Restaurant
1832,Di Famiglia,4,5.0,"'310 Oakwood Ave', 'Troy, NY 12182'",12182,Troy,"{'latitude': 42.783824, 'longitude': -73.655292}",(518) 233-1111,42.783824,-73.655292,Restaurant
1833,Duncan's Dairy Bar,86,4.0,"'890 Hoosick Rd', 'Troy, NY 12180'",12180,Troy,"{'latitude': 42.75262, 'longitude': -73.62482}",(518) 279-9985,42.75262,-73.62482,Restaurant
1834,Pancho's Authentic Mexican Restaurant,82,3.0,"'740 Hoosick Rd', 'Troy, NY 12180'",12180,Troy,"{'latitude': 42.744926, 'longitude': -73.641464}",(518) 273-3673,42.744926,-73.641464,Restaurant
1835,Recovery Sports Grill,75,2.5,"'235 Hoosick St', 'Troy, NY 12180'",12180,Troy,"{'latitude': 42.73904, 'longitude': -73.67146}",(518) 272-1702,42.73904,-73.67146,Restaurant
1836,Snowman,123,4.5,"'531 5th Ave', 'Troy, NY 12182'",12182,Troy,"{'latitude': 42.7725, 'longitude': -73.6746}",(518) 233-1714,42.7725,-73.6746,Restaurant
1837,Smiles Soft Serve Ice Cream,1,5.0,"'5 John St', 'Nassau, NY 12123'",12123,Nassau,"{'latitude': 42.515408, 'longitude': -73.61209}",(518) 931-0034,42.515408,-73.61209,Restaurant
1838,Burger King,10,2.0,"'747 Hoosick Rd', 'Troy, NY 12180'",12180,Troy,"{'latitude': 42.7458227, 'longitude': -73.6423122882843}",(518) 266-9873,42.7458227,-73.6423122882843,Restaurant
1839,Hannaford Supermarkets,5,4.0,"'9 126th St', 'Troy, NY 12182'",12182,Troy,"{'latitude': 42.78897, 'longitude': -73.67153}",(518) 233-8196,42.78897,-73.67153,Restaurant
1840,Moxie's Ice Cream,48,4.5,"'1344 Spring Ave', 'Wynantskill, NY 12198'",12198,Wynantskill,"{'latitude': 42.706132, 'longitude': -73.619608}",(518) 283-4901,42.706132,-73.619608,Restaurant
1841,Village Roost Cafe & Marketplace,108,4.5,"'20 W Main St', 'Wilmington, VT 05363'",05363,Wilmington,"{'latitude': 42.869161, 'longitude': -72.872865}",(802) 464-3344,42.869161,-72.872865,Restaurant
1842,Blue Benn Diner,217,4.0,"'318 North St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.8854590654373, 'longitude': -73.1977830827236}",(802) 442-5140,42.8854590654373,-73.1977830827236,Restaurant
1843,Madison Brewing Company Pub & Restaurant,350,4.0,"'428 Main St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.8783563, 'longitude': -73.1963846}",(802) 442-7397,42.8783563,-73.1963846,Restaurant
1844,The Loose Cannon Cafe,16,4.0,"'139 Main St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.88138058060213, 'longitude': -73.20553074602812}",(802) 440-5296,42.88138058060213,-73.20553074602812,Restaurant
1845,Folly,59,4.5,"'33 W Main St', 'Wilmington, VT 05363'",05363,Wilmington,"{'latitude': 42.8698050230742, 'longitude': -72.8736642748117}",(802) 464-1333,42.8698050230742,-72.8736642748117,Restaurant
1846,The Elm Street Market,81,4.5,"'251 Elm St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.87758, 'longitude': -73.20254}",(802) 753-7366,42.87758,-73.20254,Restaurant
1847,Sawmill Bar & Table,17,5.0,"'7 Crosstown Rd', 'West Dover, VT 05356'",05356,West Dover,"{'latitude': 42.938407, 'longitude': -72.852835}",(802) 464-8131,42.938407,-72.852835,Restaurant
1848,Marigold Kitchen Pizza,38,4.5,"'25 Main St', 'North Bennington, VT 05257'",05257,North Bennington,"{'latitude': 42.930835881173, 'longitude': -73.242483031316}",(802) 445-4545,42.930835881173,-73.242483031316,Restaurant
1849,Pangaea,61,4.0,"'1 Prospect St', 'North Bennington, VT 05257'",05257,North Bennington,"{'latitude': 42.92858, 'longitude': -73.24252}",(802) 442-7171,42.92858,-73.24252,Restaurant
1850,Beer Naked Brewery,95,4.5,"'7678 Vermont Rte 9', 'Marlboro, VT 05344'",05344,Marlboro,"{'latitude': 42.853269, 'longitude': -72.793674}",(802) 464-7702,42.853269,-72.793674,Restaurant
1851,Bringing You Vermont,17,5.0,"'434 Main St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.87834, 'longitude': -73.19613}",(802) 753-7639,42.87834,-73.19613,Restaurant
1852,Kevin's Sports Pub & Restaurant,88,4.0,"'27 Main St', 'North Bennington, VT 05257'",05257,North Bennington,"{'latitude': 42.9307126253843, 'longitude': -73.2425229996443}",(802) 442-0122,42.9307126253843,-73.2425229996443,Restaurant
1853,Fuji Hibachi & Asian Bistro,53,4.0,"'132 Northside Dr', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.898075, 'longitude': -73.2101307}",(802) 440-5911,42.898075,-73.2101307,Restaurant
1854,1900' Burger,30,4.0,"'39 Mount Snow Dr', 'Mount Snow', 'West Dover, VT 05356'",05356,West Dover,"{'latitude': 42.969771, 'longitude': -72.895989}",(802) 464-7029,42.969771,-72.895989,Restaurant
1855,Dover Forge Restaurant,106,4.0,"'183 Rt 100', 'West Dover, VT 05356'",05356,West Dover,"{'latitude': 42.94393, 'longitude': -72.86269}",(802) 464-7117,42.94393,-72.86269,Restaurant
1856,Cask & Kiln Kitchen,139,4.0,"'4 N Main St', 'Wilmington, VT 05363'",05363,Wilmington,"{'latitude': 42.8685805946589, 'longitude': -72.8708647191525}",(802) 464-2275,42.8685805946589,-72.8708647191525,Restaurant
1857,The West Dover Inn and 1846 Tavern & Restaurant,196,3.5,"'108 Rt 100', 'West Dover, VT 05356'",05356,West Dover,"{'latitude': 42.9379599, 'longitude': -72.85029}",(802) 464-5207,42.9379599,-72.85029,Restaurant
1858,Jean's Place,14,4.5,"'4723 State Rte 67', 'North Hoosick, NY 12133'",12133,North Hoosick,"{'latitude': 42.92785, 'longitude': -73.3409}",(518) 686-3258,42.92785,-73.3409,Restaurant
1859,Coffee House,27,4.5,"'247 Rte 9 E', 'Wilmington, VT 05363'",05363,Wilmington,"{'latitude': 42.8603637, 'longitude': -72.8516184}",,42.8603637,-72.8516184,Restaurant
1860,Valley View Saloon,123,4.0,"'131 Rt 100', 'West Dover, VT 05356'",05356,West Dover,"{'latitude': 42.93955525425942, 'longitude': -72.85409804405988}",(802) 464-9422,42.93955525425942,-72.85409804405988,Restaurant
1861,Fat Crow,47,4.5,"'550 Vermont Route 30', 'Newfane, VT 05345'",05345,Newfane,"{'latitude': 42.9833, 'longitude': -72.65561}",(802) 221-4177,42.9833,-72.65561,Restaurant
1862,Bennington Dining-Hall,4,4.5,"'One College Dr', 'North Bennington, VT 05257'",05257,North Bennington,"{'latitude': 42.9124374, 'longitude': -73.2255096}",,42.9124374,-73.2255096,Restaurant
1863,The Last Chair,129,3.5,"'267 Rte 100', 'West Dover, VT 05356'",05356,West Dover,"{'latitude': 42.9497928, 'longitude': -72.8748852}",(802) 464-1133,42.9497928,-72.8748852,Restaurant
1864,Coffee Barn Cafe,66,3.5,"'321 Rt 100', 'Dover, VT 05356'",05356,Dover,"{'latitude': 42.9554481506348, 'longitude': -72.8815155029297}",(802) 464-2848,42.9554481506348,-72.8815155029297,Restaurant
1865,Benson's Dairy Bar,5,3.5,"'175 State Route 67', 'Eagle Bridge, NY 12057'",12057,Eagle Bridge,"{'latitude': 42.952115, 'longitude': -73.375046}",(518) 686-7202,42.952115,-73.375046,Restaurant
1866,Subway,6,3.0,"'227 North St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.8830354, 'longitude': -73.1964237}",(802) 447-2100,42.8830354,-73.1964237,Restaurant
1867,Vermont Confectionery,11,5.0,"'512 Main St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.8782349, 'longitude': -73.193962}",(802) 447-2610,42.8782349,-73.193962,Restaurant
1868,The Village Chocolate Shoppe,22,4.5,"'471 Main St', 'Bennington, VT 05201'",05201,Bennington,"{'latitude': 42.878068909049, 'longitude': -73.194789737463}",(802) 447-3789,42.878068909049,-73.194789737463,Restaurant
1869,The Mermaid Cafe,38,4.5,"'374 Main St', 'Catskill, NY 12414'",12414,Catskill,"{'latitude': 42.218956, 'longitude': -73.865178}",(518) 217-8811,42.218956,-73.865178,Restaurant
1870,Fire & Spice Vegan Restaurant,65,4.5,"'491 Capitol Ave', 'Hartford, CT 06106'",06106,Hartford,"{'latitude': 41.7634105682373, 'longitude': -72.6928699761629}",(860) 519-0476,41.7634105682373,-72.6928699761629,Restaurant
1871,Flora,322,4.5,"'45 Raymond Rd', 'Fl 2nd', 'West Hartford, CT 06107'",06107,West Hartford,"{'latitude': 41.760954, 'longitude': -72.739664}",(860) 216-5992,41.760954,-72.739664,Restaurant
1872,Soulfully Vegan,2,4.5,"'22 Old Church St', 'Middletown, CT 06457'",06457,Middletown,"{'latitude': 41.55693, 'longitude': -72.64781}",,41.55693,-72.64781,Restaurant
1873,Vegan Bodega,11,3.5,"'1400 Park St', 'Hartford, CT 06106'",06106,Hartford,"{'latitude': 41.75856, 'longitude': -72.7018}",(860) 356-4632,41.75856,-72.7018,Restaurant
1874,The Plant Palate,2,5.0,"'Poughkeepsie, NY 12601'",12601,Poughkeepsie,"{'latitude': 41.70425, 'longitude': -73.92686}",(845) 242-8197,41.70425,-73.92686,Restaurant
1875,Pure Foods,24,4.5,"'457 North Main St', 'Bristol, CT 06010'",06010,Bristol,"{'latitude': 41.680689, 'longitude': -72.947498}",(860) 585-5150,41.680689,-72.947498,Restaurant
1876,ION Restaurant,340,4.0,"'606 Main St', 'Middletown, CT 06457'",06457,Middletown,"{'latitude': 41.564215, 'longitude': -72.6518001}",(860) 346-9210,41.564215,-72.6518001,Restaurant
1877,Wizard Burger,19,4.5,"'74 N Pearl St', 'Albany, NY 12207'",12207,Albany,"{'latitude': 42.65213721962119, 'longitude': -73.75127099454403}",(518) 250-9440,42.65213721962119,-73.75127099454403,Restaurant
1878,The Art of yum - Southington,41,4.0,"'1091 S Main St', 'Plantsville, CT 06479'",06479,Plantsville,"{'latitude': 41.5772712, 'longitude': -72.89521}",(860) 318-2057,41.5772712,-72.89521,Restaurant
1879,Meraki,103,5.0,"'239 West St', 'Litchfield, CT 06759'",06759,Litchfield,"{'latitude': 41.74591803976173, 'longitude': -73.20001900221084}",(860) 361-9777,41.74591803976173,-73.20001900221084,Restaurant
1880,Living Right Health Bar,27,4.5,"'399 N Main St', 'Naugatuck, CT 06770'",06770,Naugatuck,"{'latitude': 41.5013326630152, 'longitude': -73.0471022644568}",(203) 714-6205,41.5013326630152,-73.0471022644568,Restaurant
1881,River & Rail Cafe,38,4.5,"'21 Bank St', 'New Milford, CT 06776'",06776,New Milford,"{'latitude': 41.57745, 'longitude': -73.41167}",(860) 799-7272,41.57745,-73.41167,Restaurant
1882,Grazin',299,4.0,"'717 Warren St', 'Hudson, NY 12534'",12534,Hudson,"{'latitude': 42.2468414, 'longitude': -73.7830734}",(518) 822-9323,42.2468414,-73.7830734,Restaurant
1883,The Cakerino,1,5.0,"'63A Washington Ave', 'Rensselaer, NY 12144'",12144,Rensselaer,"{'latitude': 42.65782749757175, 'longitude': -73.72994228727288}",(518) 599-5172,42.65782749757175,-73.72994228727288,Restaurant
1884,Wunderbar Bistro,221,4.0,"'744 Warren St', 'Hudson, NY 12534'",12534,Hudson,"{'latitude': 42.24641, 'longitude': -73.78188}",(518) 828-0555,42.24641,-73.78188,Restaurant
1885,Healthy On Lark,74,4.5,"'274 Lark St', 'Albany, NY 12210'",12210,Albany,"{'latitude': 42.6534446216597, 'longitude': -73.7665233761072}",(518) 650-7755,42.6534446216597,-73.7665233761072,Restaurant
1886,RSVP,23,5.0,"'8 Railroad St', 'West Cornwall, CT 06796'",06796,West Cornwall,"{'latitude': 41.8711757, 'longitude': -73.3617013}",(860) 672-7787,41.8711757,-73.3617013,Restaurant
1887,Simones Kitchen,63,5.0,"'18 Hope Plz', 'Coxsackie, NY 12192'",12192,Coxsackie,"{'latitude': 42.36212, 'longitude': -73.83308}",(518) 819-9192,42.36212,-73.83308,Restaurant
1888,Twisted Soul,209,4.0,"'47 Raymond Ave', 'Poughkeepsie, NY 12603'",12603,Poughkeepsie,"{'latitude': 41.6920892340729, 'longitude': -73.9007116655549}",(845) 454-2770,41.6920892340729,-73.9007116655549,Restaurant
1889,Subculture Vegan Deli & Provisions,9,5.0,"'227 Lark St', 'Albany, NY 12210'",12210,Albany,"{'latitude': 42.65539, 'longitude': -73.76497719999999}",(518) 599-5306,42.65539,-73.76497719999999,Restaurant
1890,Kingsley Tavern,123,4.5,"'14 N Main St', 'Kent, CT 06757'",06757,Kent,"{'latitude': 41.7254128, 'longitude': -73.4763991}",(860) 592-0261,41.7254128,-73.4763991,Restaurant
1891,Governor's Tavern,83,4.5,"'14 S 7th St', 'Hudson, NY 12534'",12534,Hudson,"{'latitude': 42.246883392334, 'longitude': -73.783935546875}",(518) 697-5609,42.246883392334,-73.783935546875,Restaurant
1892,Mind Body & Soul Food,22,4.5,"'511 W Main St', 'Meriden, CT 06451'",06451,Meriden,"{'latitude': 41.54083, 'longitude': -72.82059}",(203) 237-1080,41.54083,-72.82059,Restaurant
1893,Fresh Greens & Proteins,42,4.5,"'750 Straits Tpke', 'Ste 2', 'Watertown, CT 06795'",06795,Watertown,"{'latitude': 41.5714149475098, 'longitude': -73.0999221801758}",(860) 417-3300,41.5714149475098,-73.0999221801758,Restaurant
1894,Gracie's Luncheonette,274,4.5,"'969 Main St', 'Leeds, NY 12451'",12451,Leeds,"{'latitude': 42.25306, 'longitude': -73.89482}",(518) 943-9363,42.25306,-73.89482,Restaurant
1895,The Dutchess Biercafe,361,4.5,"'1097 Main St', 'Fishkill, NY 12524'",12524,Fishkill,"{'latitude': 41.535644, 'longitude': -73.902732}",(845) 440-7747,41.535644,-73.902732,Restaurant
1896,The Manhattan,20,5.0,"'16 Eden Ave', 'Southington, CT 06489'",06489,Southington,"{'latitude': 41.5974768331422, 'longitude': -72.8784318328028}",(860) 736-5500,41.5974768331422,-72.8784318328028,Restaurant
1897,Ideal Tavern,301,4.0,"'142 Center St', 'Southington, CT 06489'",06489,Southington,"{'latitude': 41.60152, 'longitude': -72.88109}",(860) 863-5444,41.60152,-72.88109,Restaurant
1898,Hudson Food Studio,134,4.0,"'746 Warren St', 'Hudson, NY 12534'",12534,Hudson,"{'latitude': 42.2463304, 'longitude': -73.7818797}",(518) 828-3459,42.2463304,-73.7818797,Restaurant
1899,Kiki’s Kitchen,6,4.5,"'47 Orrin Ave', 'Plainville, CT 06062'",06062,Plainville,"{'latitude': 41.66366856536006, 'longitude': -72.84945797004013}",(860) 817-2228,41.66366856536006,-72.84945797004013,Restaurant
1900,Herbie’s Burgers,10,4.0,"'196 Lark St', 'Albany, NY 12210'",12210,Albany,"{'latitude': 42.6562133739969, 'longitude': -73.76336735372733}",(518) 776-4005,42.6562133739969,-73.76336735372733,Restaurant
