,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
1213,New Morning Market,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",74,4.0,"['129 Main St N', 'Woodbury, CT 06798']",06798,Woodbury,"{'latitude': 41.554838986301085, 'longitude': -73.2037687078722}",(203) 263-4868,[]
1256,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",111,4.0,"['55 Welles St', 'Glastonbury, CT 06033']",06033,Glastonbury,"{'latitude': 41.714842, 'longitude': -72.607763}",(860) 652-9800,[]
1545,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",166,3.5,"['601 N Main St', 'Providence, RI 02904']",02904,Providence,"{'latitude': 41.83714, 'longitude': -71.408307}",(401) 621-5990,[]
1815,Green Grocer Natural Foods,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",15,3.5,"['1505 Route 9', 'Clifton Park, NY 12065']",12065,Clifton Park,"{'latitude': 42.8390946, 'longitude': -73.7425185}",(518) 383-1613,[]
2051,The Herbivorous Butcher,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'vegan', 'title': 'Vegan'}]",204,4.5,"['507 1st Ave NE', 'Minneapolis, MN 55413']",55413,Minneapolis,"{'latitude': 44.9902328, 'longitude': -93.2539668}",(612) 208-0992,"['pickup', 'delivery']"
2053,Hy-Vee,"[{'alias': 'grocery', 'title': 'Grocery'}]",67,3.0,"['16150 Pilot Knob Rd', 'Lakeville, MN 55044']",55044,Lakeville,"{'latitude': 44.715717, 'longitude': -93.1765775}",(952) 423-9340,"['pickup', 'delivery']"
2054,Valley Natural Foods,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'delis', 'title': 'Delis'}]",45,4.0,"['13750 County Rd 11', 'Burnsville, MN 55337']",55337,Burnsville,"{'latitude': 44.754596, 'longitude': -93.249011}",(952) 891-1212,['delivery']
2055,The Wedge Community Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",190,4.0,"['2105 Lyndale Ave S', 'Minneapolis, MN 55405']",55405,Minneapolis,"{'latitude': 44.96154, 'longitude': -93.2876}",(612) 871-3993,[]
2056,We Are Nuts,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",3,5.0,"['890 Vandalia St', 'Saint Paul, MN 55114']",55114,Saint Paul,"{'latitude': 44.968034, 'longitude': -93.18887}",(651) 646-3688,[]
2057,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",46,4.0,"['8960 Hudson Rd', 'Ste 801', 'Woodbury, MN 55125']",55125,Woodbury,"{'latitude': 44.945734, 'longitude': -92.9226673}",(651) 735-0269,[]
2058,River Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'delis', 'title': 'Delis'}]",26,4.0,"['221 Main St N', 'Stillwater, MN 55082']",55082,Stillwater,"{'latitude': 45.0578117, 'longitude': -92.8063278}",(651) 439-0366,[]
2059,Tailor Made Nutrition,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}]",16,4.0,"['8160 Coller Way', 'Ste A', 'Woodbury, MN 55125']",55125,Woodbury,"{'latitude': 44.9378192893508, 'longitude': -92.9403305330832}",(651) 702-2522,[]
2060,Fresh Thyme Market,"[{'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}]",21,3.5,"['955 County Rd E', 'Vadnais Heights, MN 55127']",55127,Vadnais Heights,"{'latitude': 45.0522371, 'longitude': -93.0620575}",(651) 414-8110,[]
2061,Mississippi Market Food Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'meats', 'title': 'Meat Shops'}]",64,4.0,"['622 Selby Ave', 'Saint Paul, MN 55104']",55104,Saint Paul,"{'latitude': 44.9463348388672, 'longitude': -93.1266250610352}",(651) 310-9499,['delivery']
2062,Lakewinds Food Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'delis', 'title': 'Delis'}]",23,4.0,"['435 Pond Promenade', 'Chanhassen, MN 55317']",55317,Chanhassen,"{'latitude': 44.85722, 'longitude': -93.53179}",(952) 697-3366,['delivery']
2063,Reverie Cafe + Bar,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",66,5.0,"['1517 East 35th St', 'Minneapolis, MN 55407']",55407,Minneapolis,"{'latitude': 44.939387, 'longitude': -93.252712}",(612) 987-7080,"['pickup', 'delivery']"
2064,Just Food Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}]",7,4.0,"['516 Water St S', 'Northfield, MN 55057']",55057,Northfield,"{'latitude': 44.4543899, 'longitude': -93.16221}",(507) 650-0106,[]
2066,Fresh Thyme Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}]",34,2.5,"['14880 Florence Trl', 'Apple Valley, MN 55124']",55124,Apple Valley,"{'latitude': 44.7346506372045, 'longitude': -93.2055488}",(612) 851-0600,[]
2067,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",93,4.0,"['484 Lexington Pkwy S', 'St. Paul, MN 55105']",55105,St. Paul,"{'latitude': 44.926699, 'longitude': -93.145893}",(651) 698-3119,[]
2068,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",41,4.0,"['1041 Red Fox Rd', 'Shoreview, MN 55126']",55126,Shoreview,"{'latitude': 45.05799, 'longitude': -93.1447262}",(651) 765-1398,[]
2069,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",77,4.0,"['3060 Excelsior Blvd', 'Minneapolis, MN 55416']",55416,Minneapolis,"{'latitude': 44.947565, 'longitude': -93.322363}",(612) 927-8141,[]
2070,Hy-Vee,"[{'alias': 'grocery', 'title': 'Grocery'}]",78,3.5,"['7180 10th St N', 'Oakdale, MN 55128']",55128,Oakdale,"{'latitude': 44.964436, 'longitude': -92.960653}",(651) 714-3160,"['pickup', 'delivery']"
2071,Fresh Thyme Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}]",42,3.5,"['24 30th Ave SE', 'Minneapolis, MN 55414']",55414,Minneapolis,"{'latitude': 44.9710453, 'longitude': -93.2141142}",(651) 846-0908,[]
2072,Fresh & Natural Foods,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",15,3.5,"['1701 Ward Ave', 'Ste 200', 'Plaza 94 Shopping Ctr', 'Hudson, WI 54016']",54016,Hudson,"{'latitude': 44.9644726087945, 'longitude': -92.734646237651}",(715) 377-9913,[]
2073,Luv Ice Cream,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}]",23,5.0,"['2587 7th Ave E', 'North Saint Paul, MN 55109']",55109,North Saint Paul,"{'latitude': 45.0135683373288, 'longitude': -92.9901936680628}",(651) 621-4484,['delivery']
2074,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",66,4.5,"['11220 Wayzata Blvd', 'Minnetonka, MN 55305']",55305,Minnetonka,"{'latitude': 44.9734888, 'longitude': -93.4227495693217}",(952) 417-9080,[]
2075,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",36,4.5,"['12105 Elm Creek Blvd N', 'Maple Grove, MN 55369']",55369,Maple Grove,"{'latitude': 45.0921896, 'longitude': -93.4340902}",(763) 315-1739,[]
2076,Mississippi Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",42,4.5,"['1500 W 7th St', 'Saint Paul, MN 55102']",55102,Saint Paul,"{'latitude': 44.91816, 'longitude': -93.13997}",(651) 690-0507,[]
2077,Lakewinds Food Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",27,4.0,"['17501 Minnetonka Blvd', 'Minnetonka, MN 55345']",55345,Minnetonka,"{'latitude': 44.9411747, 'longitude': -93.5007402}",(952) 473-0292,[]
2078,Fresh Thyme Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'grocery', 'title': 'Grocery'}]",20,3.5,"['15760 32nd Ave N', 'Plymouth, MN 55447']",55447,Plymouth,"{'latitude': 45.0175666, 'longitude': -93.480194}",(651) 846-8821,[]
2079,MinnyRow Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",14,4.5,"['740 Mainstreet', 'Hopkins, MN 55343']",55343,Hopkins,"{'latitude': 44.924252, 'longitude': -93.40919167245922}",(952) 426-0981,[]
2080,Fresh & Natural Foods,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",22,3.5,"['1075 Hwy 96 W', 'Shoreview Village Mall', 'Shoreview, MN 55126']",55126,Shoreview,"{'latitude': 45.0794019, 'longitude': -93.1466575}",(651) 203-3663,[]
2081,Winnipeg Grocery,"[{'alias': 'grocery', 'title': 'Grocery'}]",1,1.0,"['864 Rice St', 'Saint Paul, MN 55117']",55117,Saint Paul,"{'latitude': 44.96725, 'longitude': -93.1057951}",(651) 487-3110,"['pickup', 'delivery']"
2082,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",126,4.0,"['4500 Excelsior Blvd', 'St. Louis Park, MN 55416']",55416,St. Louis Park,"{'latitude': 44.934593, 'longitude': -93.337399}",(952) 285-1053,[]
2083,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",59,3.0,"['7401 France Ave S', 'Edina, MN 55435']",55435,Edina,"{'latitude': 44.867687, 'longitude': -93.328011}",(952) 830-3500,[]
2084,Eastside Food Cooperative,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",46,4.0,"['2551 Central Ave NE', 'Minneapolis, MN 55418']",55418,Minneapolis,"{'latitude': 45.0147514, 'longitude': -93.2468109}",(612) 788-0950,[]
2085,Fresh Thyme Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}]",14,3.5,"['14100 Highway 13 S', 'Savage, MN 55378']",55378,Savage,"{'latitude': 44.748258, 'longitude': -93.3824874}",(952) 229-5300,[]
2086,Linden Hills Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'delis', 'title': 'Delis'}]",55,4.0,"['3815 Sunnyside Ave', 'Minneapolis, MN 55410']",55410,Minneapolis,"{'latitude': 44.9219512939453, 'longitude': -93.3284454345703}",(612) 922-1159,['delivery']
2087,Kowalski's Uptown Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",78,3.5,"['2440 Hennepin Ave', 'Minneapolis, MN 55405']",55405,Minneapolis,"{'latitude': 44.95767, 'longitude': -93.29609}",(612) 377-3448,"['pickup', 'delivery']"
2088,Fresh Thyme Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}]",57,3.5,"['2100 W 80 1 / 2 St', 'Bloomington, MN 55431']",55431,Bloomington,"{'latitude': 44.8581390022259, 'longitude': -93.3067399263383}",(763) 321-3555,[]
2089,Seward Community Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'meats', 'title': 'Meat Shops'}]",117,4.0,"['2823 E Franklin Ave', 'Minneapolis, MN 55406']",55406,Minneapolis,"{'latitude': 44.962471, 'longitude': -93.2304611}",(612) 338-2465,[]
2090,Tim and Tom's Speedy Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'butcher', 'title': 'Butcher'}]",27,4.5,"['2310 Como Ave', 'Saint Paul, MN 55108']",55108,Saint Paul,"{'latitude': 44.98244, 'longitude': -93.19636}",(651) 645-7360,[]
2091,Ethnic Foods Company,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'herbsandspices', 'title': 'Herbs & Spices'}]",14,2.5,"['204 Central Ave', 'Osseo, MN 55369']",55369,Osseo,"{'latitude': 45.11842, 'longitude': -93.40173}",(952) 593-3000,[]
2092,Galactic Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",313,4.0,"['2917 Lyndale Ave S', 'Minneapolis, MN 55408']",55408,Minneapolis,"{'latitude': 44.9496574401855, 'longitude': -93.2876663208008}",(612) 824-9100,"['pickup', 'delivery']"
2093,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",22,3.5,"['305 Radio Dr', 'Ste A', 'Woodbury, MN 55125']",55125,Woodbury,"{'latitude': 44.94313312, 'longitude': -92.9304282}",(651) 252-3060,[]
2094,Kowalski's Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",52,3.5,"['1261 Grand Ave', 'Saint Paul, MN 55105']",55105,Saint Paul,"{'latitude': 44.9404144287109, 'longitude': -93.1535568237305}",(651) 698-3366,"['pickup', 'delivery']"
2095,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",42,3.5,"['1001 Plymouth Rd', 'Minnetonka, MN 55305']",55305,Minnetonka,"{'latitude': 44.973958, 'longitude': -93.44569}",(952) 797-5600,[]
2096,Fresh Thyme Farmers Market - St. Louis Park,"[{'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}]",36,4.0,"['4840 Excelsior Blvd', 'Saint Louis Park, MN 55416']",55416,Saint Louis Park,"{'latitude': 44.9327468, 'longitude': -93.3427099}",(952) 229-2102,[]
2097,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",56,3.5,"['1575 Selby Ave', 'St Paul, MN 55104']",55104,St Paul,"{'latitude': 44.946689, 'longitude': -93.166733}",(651) 690-0197,[]
2098,Hampden Park Co-Op,"[{'alias': 'grocery', 'title': 'Grocery'}]",21,4.0,"['928 Raymond Ave', 'Saint Paul, MN 55114']",55114,Saint Paul,"{'latitude': 44.9690208435059, 'longitude': -93.1975479125977}",(651) 646-6686,[]
2099,Minneapolis Farmers Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}]",131,4.5,"['312 E Lyndale Ave N', 'Minneapolis, MN 55405']",55405,Minneapolis,"{'latitude': 44.9812499, 'longitude': -93.2858567}",(612) 333-1718,[]
2100,J. Selby's,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",365,4.5,"['169 N Victoria St', 'Saint Paul, MN 55104']",55104,Saint Paul,"{'latitude': 44.94635, 'longitude': -93.13665}",(651) 222-3263,"['pickup', 'delivery']"
2101,Amsterdam Markt,"[{'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'grocery', 'title': 'Grocery'}]",12,4.5,"['Ozuluama 14', 'Col. Hipódromo Condesa', '06140 México, D.F.', 'Mexico']",06140,"México, D.F.","{'latitude': 19.4102548, 'longitude': -99.1720565}",+52 55 5211 9963,[]
2102,Vegattos,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}]",2,5.0,"['Insurgentes Centro 19', 'Col. San Rafael', 'Piso 8', '06470 Cuidad de México, CDMX', 'Mexico']",06470,Cuidad de México,"{'latitude': 19.4389134944109, 'longitude': -99.1563519537738}",+52 55 5535 7129,[]
2103,The Green Corner,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'salad', 'title': 'Salad'}]",29,3.5,"['Mazatlán 81', '04160 México, D.F.', 'Mexico']",04160,"México, D.F.","{'latitude': 19.414366, 'longitude': -99.177134}",+52 55 6723 0318,[]
2104,Mercado de San Juan,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}]",22,4.5,"['Ernesto Pugibet 21', 'Col. Centro', '06000 México, D.F.', 'Mexico']",06000,"México, D.F.","{'latitude': 19.429863087606, 'longitude': -99.1446735815368}",,[]
2105,La Opera,"[{'alias': 'grocery', 'title': 'Grocery'}]",9,4.0,"['Calle Mayorga 145 B', '11000 México, D.F.', 'Mexico']",11000,"México, D.F.","{'latitude': 19.41069, 'longitude': -99.21773}",,[]
2106,Yug,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",25,4.0,"['Varsovia 3-b', '06600 México, D.F.', 'Mexico']",06600,"México, D.F.","{'latitude': 19.4252154, 'longitude': -99.1684091}",+52 55 5525 5330,[]
2107,Maeli Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",19,4.0,"['18 William Sylvester Drive', 'Toronto, ON M2J 0E9', 'Canada']",M2J 0E9,Toronto,"{'latitude': 43.7704197, 'longitude': -79.3316441}",,[]
2108,Vegan Danish Bakery,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'vegan', 'title': 'Vegan'}]",58,4.5,"['7718 Yonge Street', 'Vaughan, ON L4J 1W2', 'Canada']",L4J 1W2,Vaughan,"{'latitude': 43.81564, 'longitude': -79.42505}",+1 905-882-1331,[]
2109,Healthy Planet South Scarborough,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'grocery', 'title': 'Grocery'}]",13,3.5,"['8 Lebovic Avenue', 'Unit 3B', 'Scarborough, ON M1L 4V9', 'Canada']",M1L 4V9,Scarborough,"{'latitude': 43.7253429899604, 'longitude': -79.2908339202404}",+1 416-750-7979,[]
2110,McEwan Gourmet Grocery Store,"[{'alias': 'grocery', 'title': 'Grocery'}]",81,3.5,"['38 Karl Fraser Road', 'North York, ON M3C 0H7', 'Canada']",M3C 0H7,North York,"{'latitude': 43.7359101, 'longitude': -79.3450355}",+1 416-444-6262,[]
2111,Real Vegetarian Food,"[{'alias': 'gourmet', 'title': 'Specialty Food'}]",2,4.5,"['23 Milliken Boulevard', 'Scarborough, ON M1V 5H7', 'Canada']",M1V 5H7,Scarborough,"{'latitude': 43.8039019695171, 'longitude': -79.2948989749865}",+1 416-916-0608,[]
2112,Ambrosia Natural Foods,"[{'alias': 'organic_stores', 'title': 'Organic Stores'}]",55,4.0,"['55 Doncaster Ave', 'Thornhill, ON L3T 1L7', 'Canada']",L3T 1L7,Thornhill,"{'latitude': 43.80337, 'longitude': -79.41651}",+1 905-881-7811,[]
2113,Food Basics,"[{'alias': 'grocery', 'title': 'Grocery'}]",3,1.5,"['2900 Steeles Avenue E', 'Thornhill, ON L3T 4X1', 'Canada']",L3T 4X1,Thornhill,"{'latitude': 43.8118604, 'longitude': -79.3586905}",+1 905-881-4900,[]
2114,Farm Boy,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'meats', 'title': 'Meat Shops'}]",11,4.5,"['2149 Yonge St., Unit 201', 'Toronto, ON M4S 2A7', 'Canada']",M4S 2A7,Toronto,"{'latitude': 43.7041321, 'longitude': -79.3975353}",,[]
2115,Nelakee Vegetarian,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4,4.5,"['200 Silverstar Boulevard', 'Unit 330', 'Scarborough, ON M1V 5H4', 'Canada']",M1V 5H4,Scarborough,"{'latitude': 43.8102852, 'longitude': -79.2931994}",+1 416-335-4388,[]
2116,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",64,3.5,"['4771 Yonge Street', 'Toronto, ON M2N 5M5', 'Canada']",M2N 5M5,Toronto,"{'latitude': 43.76090372282272, 'longitude': -79.41034200163898}",+1 416-730-1100,[]
2117,Marcheleo's Gourmet Marketplace,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",15,4.0,"['181 Eglinton Avenue E', 'Toronto, ON M4P 1J4', 'Canada']",M4P 1J4,Toronto,"{'latitude': 43.7078302, 'longitude': -79.3918249}",+1 416-932-1100,[]
2118,King's Vegetarian Food,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",13,4.0,"['4385 Sheppard Avenue E', 'Toronto, ON M1S 1T8', 'Canada']",M1S 1T8,Toronto,"{'latitude': 43.78643, 'longitude': -79.26987}",+1 416-335-8366,[]
2119,Metro,"[{'alias': 'grocery', 'title': 'Grocery'}]",21,3.5,"['16 William Kitchen Road', 'Scarborough, ON M1P 5B7', 'Canada']",M1P 5B7,Scarborough,"{'latitude': 43.7708938, 'longitude': -79.2820589}",+1 416-321-6300,[]
2120,Sobeys,"[{'alias': 'grocery', 'title': 'Grocery'}]",12,3.5,"['147 Laird Drive', 'East York, ON M4G 4K1', 'Canada']",M4G 4K1,East York,"{'latitude': 43.709636740478, 'longitude': -79.3597666007646}",+1 416-423-1644,[]
2121,Bhai's Indian Canteen,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegan', 'title': 'Vegan'}]",102,4.0,"['115 York Boulevard', 'Richmond Hill, ON L4B 3B4', 'Canada']",L4B 3B4,Richmond Hill,"{'latitude': 43.8470893822495, 'longitude': -79.3782470196434}",+1 905-731-7272,[]
2122,Noah's Natural Foods,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}]",18,2.5,"['2395 Yonge Street', 'Toronto, ON M4P 3H1', 'Canada']",M4P 3H1,Toronto,"{'latitude': 43.7099997, 'longitude': -79.3988622}",+1 416-488-0904,[]
2123,Chung Hing Supermarket,"[{'alias': 'grocery', 'title': 'Grocery'}]",3,3.0,"['17 Milliken Boulevard', 'Scarborough, ON M1V 1V3', 'Canada']",M1V 1V3,Scarborough,"{'latitude': 43.80295, 'longitude': -79.29454}",+1 416-293-0188,[]
2124,Surati Sweet Mart,"[{'alias': 'gourmet', 'title': 'Specialty Food'}]",10,3.5,"['300 Middlefield Road', 'Toronto, ON M1S 5B1', 'Canada']",M1S 5B1,Toronto,"{'latitude': 43.80366, 'longitude': -79.25641}",+1 416-752-3366,[]
2125,Seasons Foodmart,"[{'alias': 'grocery', 'title': 'Grocery'}]",27,2.5,"['7181 Yonge Street', 'Suite 336', 'Thornhill, ON L3T 0C7', 'Canada']",L3T 0C7,Thornhill,"{'latitude': 43.803404, 'longitude': -79.419898}",+1 905-597-9399,[]
2126,Metro,"[{'alias': 'grocery', 'title': 'Grocery'}]",16,3.0,"['20 Church Ave', 'North York, ON M2N 0B7', 'Canada']",M2N 0B7,North York,"{'latitude': 43.7743756833153, 'longitude': -79.4131249778848}",+1 416-224-2600,[]
2127,Goodbye Gluten,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'grocery', 'title': 'Grocery'}]",9,3.0,"['2066 Avenue  Road', 'Toronto, ON M5M 4A6', 'Canada']",M5M 4A6,Toronto,"{'latitude': 43.73631, 'longitude': -79.42043}",+1 416-781-9191,[]
2128,Loblaws,"[{'alias': 'grocery', 'title': 'Grocery'}]",7,2.0,"['1-101 Eglinton Avenue E', 'Toronto, ON M4P 1H4', 'Canada']",M4P 1H4,Toronto,"{'latitude': 43.707314, 'longitude': -79.394688}",+1 416-489-7653,[]
2129,Graceful Vegetarian Restaurant,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'vegan', 'title': 'Vegan'}]",119,4.0,"['4675 Steeles Avenue E', 'Suite 1R6', 'Toronto, ON M1V 4S5', 'Canada']",M1V 4S5,Toronto,"{'latitude': 43.824392, 'longitude': -79.302543}",+1 416-321-8381,[]
2130,Longo's,"[{'alias': 'grocery', 'title': 'Grocery'}]",34,3.0,"['3085 Highway No. 7', 'Markham, ON L3R 5Y5', 'Canada']",L3R 5Y5,Markham,"{'latitude': 43.8495488173685, 'longitude': -79.354986278248}",+1 905-479-8877,[]
2131,Gourmet Vegetarian Restaurant,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}]",76,3.5,"['280 W Beaver Creek Road', 'Suite 22-25', 'Richmond Hill, ON L4B 3Z1', 'Canada']",L4B 3Z1,Richmond Hill,"{'latitude': 43.8439761, 'longitude': -79.3892441}",+1 905-886-0680,[]
2132,Loblaws,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'pharmacy', 'title': 'Pharmacy'}]",29,3.5,"['5095 Yonge Street', 'North York, ON M2N 6Z4', 'Canada']",M2N 6Z4,North York,"{'latitude': 43.76828, 'longitude': -79.4122299}",+1 416-512-9430,[]
2133,Loblaws,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'pharmacy', 'title': 'Pharmacy'}]",26,3.5,"['301 High Tech Road', 'Richmond Hill, ON L4B 4R2', 'Canada']",L4B 4R2,Richmond Hill,"{'latitude': 43.8429514293034, 'longitude': -79.410273340831}",+1 905-771-1066,[]
2134,0109 Dessert & Chocolate,"[{'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}, {'alias': 'desserts', 'title': 'Desserts'}]",215,3.5,"['2190 McNicoll Avenue', 'Unit 109', 'Toronto, ON M1V 0B3', 'Canada']",M1V 0B3,Toronto,"{'latitude': 43.81476, 'longitude': -79.29486}",+1 647-340-0109,[]
